timestamp,meter_reading,air_temperature,dew_temperature,sea_level_pressure,wind_speed,wind_direction,cloud_coverage
2016-03-22 06:00:00,5.121,7.2,4.4,1026.7,0.0,0.0,0.0
2016-03-24 22:00:00,7.2814,20.0,18.9,1016.5,4.1,170.0,
2016-03-26 14:00:00,6.0812,29.4,20.6,1018.3,2.1,190.0,
2016-03-27 04:00:00,8.0015,22.8,22.2,1019.9,2.1,90.0,
2016-03-29 02:00:00,7.2014,22.2,21.1,1017.1,2.6,220.0,
2016-03-29 12:00:00,9.0417,26.1,18.9,1018.4,1.5,,
2016-03-30 12:00:00,8.4817,23.3,18.3,1020.0,7.7,70.0,
2016-03-31 19:00:00,8.5617,27.8,16.1,1013.6,1.5,230.0,4.0
2016-04-01 01:00:00,9.6019,21.1,18.3,1014.9,2.1,170.0,2.0
2016-04-03 00:00:00,9.4418,20.6,16.1,1014.3,4.6,290.0,4.0
2016-04-04 21:00:00,6.3212,18.9,11.7,1018.5,2.1,120.0,0.0
2016-04-05 00:00:00,6.4813,17.8,12.2,1019.3,2.1,280.0,0.0
2016-04-07 16:00:00,6.6413,27.2,12.8,1011.6,6.7,260.0,
2016-04-08 05:00:00,6.4813,15.6,14.4,1013.9,2.1,230.0,2.0
2016-04-08 14:00:00,17.4033,28.9,10.6,1013.5,6.2,240.0,4.0
2016-04-10 14:00:00,5.5211,26.1,10.0,1023.6,4.6,110.0,4.0
2016-04-12 06:00:00,3.5207,16.1,13.3,1021.2,2.1,330.0,4.0
2016-04-13 02:00:00,5.8411,19.4,16.7,1018.3,0.0,0.0,
2016-04-13 06:00:00,6.8013,17.8,16.1,1017.9,0.0,0.0,2.0
2016-04-14 08:00:00,9.5218,21.1,18.9,1016.6,2.6,350.0,4.0
2016-04-16 18:00:00,6.7213,22.2,15.6,1019.2,7.2,60.0,
2016-04-17 10:00:00,6.4012,23.9,12.8,1023.1,7.7,70.0,
2016-04-17 14:00:00,6.4813,25.0,13.9,1022.1,9.3,60.0,
2016-04-19 00:00:00,6.3212,17.2,15.0,1022.6,4.1,360.0,0.0
2016-04-19 09:00:00,6.4012,22.8,14.4,1022.5,4.1,40.0,2.0
2016-04-19 13:00:00,6.0812,26.7,11.1,1020.7,4.6,50.0,4.0
2016-04-19 18:00:00,5.2810000000000015,25.0,8.9,1019.7,3.6,80.0,4.0
2016-04-21 01:00:00,6.1612,18.0,15.0,,3.1,110.0,6.0
2016-04-21 06:00:00,4.0808,18.0,15.0,,1.5,160.0,4.0
2016-04-21 17:00:00,5.7611,27.8,10.0,1016.6,7.2,120.0,
2016-04-22 20:00:00,9.4418,22.2,18.9,1014.0,2.6,170.0,
2016-04-23 18:00:00,8.5617,28.3,14.4,1011.5,4.1,300.0,4.0
2016-04-26 01:00:00,6.3212,18.3,15.6,1015.8,0.0,0.0,0.0
2016-04-26 04:00:00,4.4008,17.2,15.0,1014.9,0.0,0.0,2.0
2016-04-27 00:00:00,9.6019,20.6,17.2,1013.6,3.6,140.0,0.0
2016-04-27 01:00:00,9.1217,19.4,16.7,1013.5,2.6,160.0,0.0
2016-04-27 05:00:00,6.8813,18.9,17.2,1013.5,1.5,140.0,0.0
2016-04-27 12:00:00,8.3216,28.3,15.6,1014.2,3.6,190.0,4.0
2016-04-27 15:00:00,9.9219,30.0,15.0,1012.5,4.6,190.0,
2016-04-28 08:00:00,7.0414,23.9,18.9,1015.6,6.2,170.0,4.0
2016-04-28 15:00:00,8.7217,31.1,17.2,1014.2,3.6,200.0,
2016-04-29 05:00:00,9.5218,20.6,19.4,1015.4,0.0,0.0,4.0
2016-04-29 14:00:00,9.0417,31.1,17.8,1013.7,3.1,140.0,4.0
2016-04-30 04:00:00,9.2018,22.2,19.4,1013.8,2.1,130.0,4.0
2016-04-30 15:00:00,8.7217,30.0,18.9,1014.2,6.2,110.0,
2016-05-01 02:00:00,9.5218,21.1,18.9,1016.2,2.1,110.0,
2016-05-01 19:00:00,206.02890000000002,26.7,18.3,1016.1,4.6,100.0,4.0
2016-05-01 20:00:00,8.8817,25.0,18.9,1016.9,4.6,90.0,2.0
2016-05-02 00:00:00,9.2818,22.8,20.0,1017.3,3.1,140.0,0.0
2016-05-02 04:00:00,9.5218,22.2,20.6,1016.6,0.0,0.0,
2016-05-02 16:00:00,8.7217,32.2,17.8,1013.9,4.6,180.0,4.0
2016-05-02 17:00:00,8.9617,28.3,21.1,1013.7,7.2,110.0,
2016-05-03 23:00:00,8.8017,25.6,21.1,1011.8,0.0,0.0,
2016-05-04 04:00:00,9.5218,23.3,21.7,1009.6,2.6,210.0,
2016-05-04 19:00:00,7.3614,20.6,18.9,1004.8,2.6,280.0,8.0
2016-05-05 01:00:00,7.5215,18.9,16.1,1006.0,3.6,270.0,0.0
2016-05-05 03:00:00,7.0414,18.3,11.1,1006.8,5.1,300.0,0.0
2016-05-06 16:00:00,5.8411,25.0,2.2,1010.3,6.7,290.0,0.0
2016-05-07 02:00:00,3.6007,13.9,11.1,1013.4,0.0,0.0,0.0
2016-05-08 02:00:00,4.4008,15.0,11.7,1017.2,2.1,210.0,0.0
2016-05-09 19:00:00,9.0417,25.0,16.1,1018.9,6.7,110.0,2.0
2016-05-11 00:00:00,6.9613,21.7,18.3,1020.8,2.1,130.0,
2016-05-12 18:00:00,9.4418,26.7,17.8,1017.7,4.6,120.0,
2016-05-13 04:00:00,9.8419,20.6,17.8,1017.3,0.0,0.0,2.0
2016-05-13 08:00:00,8.4016,24.4,18.9,1018.0,2.1,280.0,4.0
2016-05-14 12:00:00,17.8435,30.6,18.3,1015.3,1.5,,4.0
2016-05-15 16:00:00,8.8017,28.9,16.1,1016.0,6.2,70.0,
2016-05-15 19:00:00,8.7217,25.6,16.1,1016.9,4.1,80.0,2.0
2016-05-16 16:00:00,8.8817,28.3,18.9,1017.5,7.2,110.0,
2016-05-17 12:00:00,9.8419,30.6,21.7,1017.8,5.1,170.0,
2016-05-17 13:00:00,9.2818,25.6,23.3,1016.6,4.1,220.0,6.0
2016-05-18 00:00:00,9.5218,20.6,20.0,1014.9,3.1,160.0,
2016-05-19 22:00:00,9.9219,22.8,21.1,1017.5,3.1,190.0,4.0
2016-05-20 10:00:00,9.6019,28.3,22.2,1018.1,3.6,220.0,
2016-05-20 14:00:00,9.6819,25.6,18.9,1017.1,5.7,340.0,
2016-05-20 18:00:00,95.8985,27.2,19.4,1016.7,0.0,0.0,
2016-05-20 19:00:00,118.30279999999999,26.7,19.4,1017.5,0.0,0.0,6.0
2016-05-20 20:00:00,107.0607,25.6,20.6,1017.9,0.0,0.0,
2016-05-20 21:00:00,107.9008,26.1,20.0,1018.3,1.5,260.0,
2016-05-20 22:00:00,112.6617,25.0,20.6,1018.3,0.0,0.0,
2016-05-20 23:00:00,108.1808,25.0,20.6,1018.6,1.5,300.0,
2016-05-21 00:00:00,112.2616,23.9,20.6,1018.2,4.1,310.0,
2016-05-21 01:00:00,111.82149999999999,23.3,20.6,1017.7,1.5,250.0,8.0
2016-05-21 02:00:00,111.3015,22.8,21.1,1015.1,5.1,150.0,
2016-05-21 03:00:00,112.8218,22.8,21.1,1015.0,2.1,180.0,
2016-05-21 04:00:00,111.22139999999999,22.8,21.1,1015.1,0.0,0.0,
2016-05-21 05:00:00,116.6625,23.3,21.7,1015.9,0.0,0.0,
2016-05-21 06:00:00,111.10139999999998,22.2,21.1,1016.1,0.0,0.0,
2016-05-21 07:00:00,112.6217,23.3,21.1,1016.6,0.0,0.0,6.0
2016-05-21 08:00:00,118.2628,25.0,21.7,1017.2,2.6,260.0,
2016-05-21 09:00:00,130.9453,26.1,21.7,1017.6,3.1,270.0,
2016-05-21 10:00:00,129.26489999999998,26.7,21.1,1017.5,3.1,260.0,
2016-05-21 11:00:00,126.7045,27.8,20.6,1017.5,4.1,260.0,
2016-05-21 12:00:00,127.94470000000001,28.3,20.6,1016.8,2.1,270.0,
2016-05-21 13:00:00,147.94860000000003,30.0,20.6,1016.0,5.1,220.0,6.0
2016-05-21 14:00:00,124.7441,30.0,20.6,1015.2,5.1,290.0,
2016-05-21 15:00:00,123.904,32.2,20.0,1014.2,6.7,290.0,4.0
2016-05-21 16:00:00,124.184,31.7,18.3,1013.6,5.7,290.0,4.0
2016-05-21 17:00:00,128.06470000000002,31.7,18.3,1013.4,5.1,280.0,2.0
2016-05-21 18:00:00,125.90429999999999,30.6,17.2,1013.1,6.2,270.0,2.0
2016-05-21 19:00:00,127.50460000000001,28.9,17.2,1013.6,4.1,290.0,2.0
2016-05-21 20:00:00,106.4605,26.7,17.8,1014.1,2.1,280.0,2.0
2016-05-21 21:00:00,107.1807,25.6,17.8,1014.7,2.6,270.0,0.0
2016-05-21 22:00:00,109.30109999999999,25.0,18.3,1014.9,2.6,260.0,2.0
2016-05-21 23:00:00,113.6619,24.4,18.9,1014.8,3.6,280.0,2.0
2016-05-22 00:00:00,112.0216,23.9,19.4,1014.3,1.5,260.0,0.0
2016-05-22 01:00:00,115.6623,22.8,19.4,1014.1,2.1,270.0,0.0
2016-05-22 02:00:00,111.50150000000001,22.2,20.0,1013.7,2.6,260.0,0.0
2016-05-22 03:00:00,113.74189999999999,22.8,20.6,1013.4,2.1,270.0,0.0
2016-05-22 04:00:00,114.66210000000001,22.2,20.6,1012.8,2.1,270.0,2.0
2016-05-22 05:00:00,113.2218,21.7,20.6,1013.0,2.1,200.0,
2016-05-22 06:00:00,113.78200000000001,22.2,21.1,1013.3,2.6,240.0,
2016-05-22 07:00:00,110.2613,23.3,21.7,1013.7,2.6,250.0,6.0
2016-05-22 08:00:00,132.7456,25.0,21.7,1013.4,3.6,290.0,
2016-05-22 09:00:00,127.9847,27.8,20.6,1013.5,4.6,300.0,4.0
2016-05-22 10:00:00,129.1449,28.3,20.0,1013.3,5.1,290.0,4.0
2016-05-22 11:00:00,128.9049,29.4,18.9,1012.8,5.7,290.0,4.0
2016-05-22 12:00:00,128.38479999999998,30.6,18.3,1012.2,5.7,280.0,
2016-05-22 13:00:00,129.5851,31.1,17.2,1011.6,7.7,290.0,4.0
2016-05-22 14:00:00,134.346,31.7,16.1,1011.1,6.2,280.0,4.0
2016-05-22 15:00:00,123.06370000000001,31.7,14.4,1010.7,9.3,280.0,4.0
2016-05-22 16:00:00,107.8608,31.1,13.3,1010.4,8.2,290.0,
2016-05-22 17:00:00,120.0632,30.0,13.3,1010.8,7.7,290.0,
2016-05-22 18:00:00,105.5404,28.9,13.9,1011.0,6.7,280.0,
2016-05-22 19:00:00,108.3809,26.7,14.4,1011.5,7.2,280.0,6.0
2016-05-22 20:00:00,106.30049999999997,25.6,15.6,1011.8,5.1,300.0,
2016-05-22 21:00:00,101.4195,24.4,15.0,1012.2,3.6,290.0,
2016-05-22 22:00:00,99.9793,24.4,15.6,1012.6,6.2,300.0,
2016-05-22 23:00:00,105.6204,23.9,15.6,1013.1,3.6,290.0,
2016-05-23 00:00:00,97.4588,23.3,16.7,1013.4,2.6,330.0,
2016-05-23 01:00:00,98.13889999999999,22.8,16.7,1013.2,1.5,300.0,8.0
2016-05-23 02:00:00,96.2986,21.7,17.2,1012.4,0.0,0.0,
2016-05-23 03:00:00,96.4587,21.1,17.2,1012.1,1.5,280.0,
2016-05-23 04:00:00,95.37840000000001,21.1,17.2,1012.2,0.0,0.0,
2016-05-23 05:00:00,88.4171,21.1,17.8,1012.6,1.5,320.0,4.0
2016-05-23 06:00:00,90.3774,20.6,17.2,1013.6,0.0,0.0,2.0
2016-05-23 07:00:00,92.4178,22.8,18.3,1013.8,0.0,0.0,2.0
2016-05-23 08:00:00,110.6614,25.0,18.3,1014.2,2.6,10.0,2.0
2016-05-23 09:00:00,107.1407,26.7,17.2,1014.4,2.1,60.0,2.0
2016-05-23 10:00:00,105.4603,27.2,16.1,1014.7,2.1,,4.0
2016-05-23 11:00:00,108.58089999999999,27.2,15.0,1014.7,3.1,360.0,4.0
2016-05-23 12:00:00,101.2595,28.9,15.6,1014.3,4.1,330.0,4.0
2016-05-23 13:00:00,102.25980000000001,28.9,13.9,1014.1,1.5,110.0,4.0
2016-05-23 14:00:00,101.5796,30.6,13.9,1013.5,3.6,300.0,4.0
2016-05-23 15:00:00,102.8999,30.0,12.8,1013.1,1.5,,4.0
2016-05-23 16:00:00,105.1002,30.0,13.9,1012.7,0.0,0.0,4.0
2016-05-23 17:00:00,104.5402,30.6,13.9,1012.6,0.0,0.0,4.0
2016-05-23 18:00:00,104.6601,27.8,16.7,1013.2,6.2,70.0,4.0
2016-05-23 19:00:00,107.02069999999998,26.1,15.6,1014.1,6.2,70.0,4.0
2016-05-23 20:00:00,94.9383,25.0,15.6,1014.9,4.6,70.0,4.0
2016-05-23 21:00:00,93.138,23.9,15.6,1015.8,4.1,80.0,2.0
2016-05-23 22:00:00,90.8175,23.3,16.1,1016.5,2.1,80.0,2.0
2016-05-23 23:00:00,93.25800000000001,22.8,16.1,1017.0,2.1,70.0,4.0
2016-05-24 00:00:00,92.1377,22.8,16.1,1017.0,2.1,50.0,2.0
2016-05-24 01:00:00,95.8985,22.8,16.7,1016.7,2.1,60.0,4.0
2016-05-24 02:00:00,90.0574,22.8,17.2,1016.4,2.1,60.0,4.0
2016-05-24 03:00:00,91.4577,21.7,17.2,1016.3,2.1,80.0,2.0
2016-05-24 04:00:00,91.4577,21.7,17.2,1016.5,2.6,80.0,2.0
2016-05-24 05:00:00,88.8971,21.1,17.2,1016.5,3.1,80.0,2.0
2016-05-24 06:00:00,91.4976,22.2,17.8,1017.3,2.6,70.0,4.0
2016-05-24 07:00:00,98.379,23.9,18.3,1017.7,3.1,80.0,4.0
2016-05-24 08:00:00,110.7414,26.1,19.4,1018.5,4.6,100.0,4.0
2016-05-24 09:00:00,85.2164,27.8,19.4,1019.0,4.6,110.0,2.0
2016-05-24 10:00:00,129.505,27.8,19.4,1019.3,5.1,100.0,4.0
2016-05-24 11:00:00,131.9454,30.0,19.4,1019.5,5.1,120.0,4.0
2016-05-24 12:00:00,125.86429999999999,30.0,18.9,1019.4,4.1,100.0,2.0
2016-05-24 13:00:00,123.50380000000001,30.0,18.3,1019.3,6.2,100.0,6.0
2016-05-24 14:00:00,119.8231,26.7,18.3,1019.6,8.8,70.0,
2016-05-24 15:00:00,108.3409,26.1,17.2,1020.2,6.7,110.0,
2016-05-24 16:00:00,111.5815,26.7,15.6,1019.6,7.7,90.0,
2016-05-24 17:00:00,108.10090000000001,27.8,15.0,1019.6,6.7,100.0,4.0
2016-05-24 18:00:00,111.94160000000001,27.2,13.3,1019.7,7.7,100.0,4.0
2016-05-24 19:00:00,90.0174,26.1,13.9,1019.6,5.1,100.0,4.0
2016-05-24 20:00:00,94.2582,24.4,14.4,1020.3,4.1,100.0,2.0
2016-05-24 21:00:00,91.8177,22.8,15.0,1020.9,2.6,90.0,0.0
2016-05-24 22:00:00,89.8173,22.8,15.6,1021.6,2.6,90.0,2.0
2016-05-24 23:00:00,92.37790000000001,21.7,15.6,1022.1,1.5,80.0,2.0
2016-05-25 00:00:00,89.7773,21.1,15.6,1021.7,2.1,80.0,0.0
2016-05-25 01:00:00,91.1776,21.7,16.1,1021.4,1.5,80.0,2.0
2016-05-25 02:00:00,94.0581,21.1,16.1,1021.3,1.5,80.0,4.0
2016-05-25 03:00:00,90.6175,21.1,16.7,1021.3,1.5,70.0,2.0
2016-05-25 04:00:00,91.1376,21.1,17.2,1021.3,2.1,70.0,
2016-05-25 05:00:00,90.9376,20.6,17.2,1021.2,2.1,100.0,
2016-05-25 06:00:00,89.8574,21.1,17.2,1021.9,2.1,60.0,4.0
2016-05-25 07:00:00,96.8987,23.3,18.3,1022.3,2.1,90.0,2.0
2016-05-25 08:00:00,118.3828,25.6,17.8,1023.0,4.6,110.0,2.0
2016-05-25 09:00:00,111.10139999999998,27.2,17.2,1023.2,4.6,100.0,2.0
2016-05-25 10:00:00,116.70259999999999,28.3,17.8,1023.2,3.6,120.0,2.0
2016-05-25 11:00:00,110.7013,30.6,13.9,1023.3,4.1,90.0,2.0
2016-05-25 12:00:00,106.6605,31.1,12.2,1023.1,6.2,90.0,2.0
2016-05-25 13:00:00,102.7398,30.6,11.1,1022.8,5.7,90.0,4.0
2016-05-25 14:00:00,104.74019999999999,30.6,11.1,1022.2,5.1,90.0,4.0
2016-05-25 15:00:00,103.0199,30.0,12.8,1021.7,6.7,110.0,4.0
2016-05-25 16:00:00,103.4999,28.9,13.3,1021.7,6.2,70.0,
2016-05-25 17:00:00,101.2996,28.9,12.8,1021.7,6.2,110.0,4.0
2016-05-25 18:00:00,100.1794,27.8,12.8,1021.5,5.7,80.0,2.0
2016-05-25 19:00:00,90.1775,26.1,13.3,1021.7,4.1,80.0,0.0
2016-05-25 20:00:00,92.0177,24.4,14.4,1021.9,4.1,80.0,0.0
2016-05-25 21:00:00,92.21790000000001,22.8,15.0,1021.9,3.1,90.0,0.0
2016-05-25 22:00:00,84.4563,22.2,15.6,1022.4,1.5,80.0,0.0
2016-05-25 23:00:00,83.01599999999999,21.7,15.6,1022.5,1.5,60.0,0.0
2016-05-26 00:00:00,86.01660000000001,21.7,15.6,1022.4,3.1,50.0,0.0
2016-05-26 01:00:00,85.4165,21.1,15.6,1022.0,2.6,30.0,0.0
2016-05-26 02:00:00,86.5367,20.6,15.6,1021.3,1.5,60.0,0.0
2016-05-26 03:00:00,89.57730000000001,20.0,15.6,1021.2,2.1,80.0,0.0
2016-05-26 04:00:00,87.857,19.4,15.6,1021.0,2.1,100.0,0.0
2016-05-26 05:00:00,89.1773,19.4,15.6,1021.1,1.5,340.0,2.0
2016-05-26 06:00:00,90.7776,20.0,15.6,1020.8,1.5,30.0,2.0
2016-05-26 07:00:00,87.3768,22.8,16.1,1020.4,2.6,70.0,2.0
2016-05-26 08:00:00,96.7787,25.0,16.1,1021.1,3.6,60.0,2.0
2016-05-26 09:00:00,50.769800000000004,26.7,16.1,1021.4,3.1,60.0,4.0
2016-05-26 10:00:00,88.337,27.2,16.1,1021.1,3.1,10.0,4.0
2016-05-26 11:00:00,90.6575,28.3,16.1,1020.6,5.7,20.0,4.0
2016-05-26 12:00:00,90.29750000000001,28.9,15.6,1020.2,5.1,50.0,4.0
2016-05-26 13:00:00,90.8175,29.4,14.4,1019.6,7.2,60.0,6.0
2016-05-26 14:00:00,89.5373,30.0,13.3,1019.3,6.2,80.0,
2016-05-26 15:00:00,89.4572,30.0,13.3,1018.6,5.7,50.0,
2016-05-26 16:00:00,90.7775,30.0,13.3,1018.3,6.2,60.0,
2016-05-26 17:00:00,92.1778,28.9,15.6,1017.7,6.7,60.0,4.0
2016-05-26 18:00:00,89.8973,27.2,14.4,1017.9,6.7,60.0,2.0
2016-05-26 19:00:00,80.13550000000001,26.1,13.9,1017.8,4.6,80.0,2.0
2016-05-26 20:00:00,80.0155,24.4,16.1,1018.2,4.1,80.0,2.0
2016-05-26 21:00:00,78.5352,22.8,16.1,1018.7,3.1,70.0,2.0
2016-05-26 22:00:00,76.3347,23.3,16.7,1018.8,3.1,70.0,
2016-05-26 23:00:00,77.6549,23.3,17.2,1018.9,4.6,40.0,
2016-05-27 00:00:00,76.9749,23.3,17.2,1018.4,4.6,50.0,
2016-05-27 01:00:00,80.57560000000001,22.8,16.7,1017.7,1.5,20.0,6.0
2016-05-27 02:00:00,85.4965,22.8,17.8,1016.8,3.1,50.0,
2016-05-27 03:00:00,82.776,22.8,18.3,1016.7,2.6,70.0,
2016-05-27 04:00:00,84.8564,22.2,18.3,1016.4,2.1,70.0,
2016-05-27 05:00:00,89.3372,21.7,18.3,1016.5,2.6,60.0,2.0
2016-05-27 06:00:00,87.5368,21.7,18.3,1016.9,3.1,70.0,2.0
2016-05-27 07:00:00,86.85679999999999,23.9,18.3,1017.3,3.6,60.0,2.0
2016-05-27 08:00:00,84.09620000000001,25.6,18.3,1017.4,4.1,60.0,2.0
2016-05-27 09:00:00,85.8966,26.1,17.8,1017.7,3.6,50.0,4.0
2016-05-27 10:00:00,92.5378,27.2,16.7,1017.8,3.6,70.0,4.0
2016-05-27 11:00:00,110.78139999999999,30.0,17.2,1017.7,3.6,30.0,4.0
2016-05-27 12:00:00,88.9772,30.0,17.8,1017.1,5.1,70.0,
2016-05-27 13:00:00,90.0974,29.4,17.8,1016.5,6.2,80.0,6.0
2016-05-27 14:00:00,88.53710000000001,30.6,17.8,1015.8,6.7,60.0,
2016-05-27 15:00:00,88.09700000000001,29.4,17.8,1015.4,6.2,80.0,
2016-05-27 16:00:00,87.5368,28.3,18.3,1015.2,5.7,80.0,
2016-05-27 17:00:00,89.09710000000001,27.8,18.3,1015.0,6.2,80.0,
2016-05-27 18:00:00,89.2972,26.7,19.4,1014.8,3.6,70.0,
2016-05-27 19:00:00,88.577,26.1,18.9,1015.3,5.1,60.0,6.0
2016-05-27 20:00:00,90.0574,25.0,18.9,1015.4,3.6,70.0,2.0
2016-05-27 21:00:00,91.0575,24.4,19.4,1015.9,4.1,50.0,0.0
2016-05-27 22:00:00,90.89750000000001,23.9,19.4,1016.3,3.1,60.0,0.0
2016-05-27 23:00:00,90.29740000000001,23.3,19.4,1016.5,3.1,60.0,2.0
2016-05-28 00:00:00,92.17779999999999,22.8,19.4,1016.2,2.6,20.0,2.0
2016-05-28 01:00:00,92.4179,22.8,20.0,1015.9,2.1,30.0,2.0
2016-05-28 02:00:00,92.4178,22.2,19.4,1015.4,2.6,10.0,2.0
2016-05-28 03:00:00,95.85840000000002,21.7,19.4,1015.0,3.1,30.0,2.0
2016-05-28 04:00:00,96.5387,21.7,19.4,1015.1,1.5,50.0,0.0
2016-05-28 05:00:00,92.37780000000001,21.7,19.4,1015.6,0.0,0.0,2.0
2016-05-28 06:00:00,90.6575,21.7,19.4,1016.2,1.5,340.0,2.0
2016-05-28 07:00:00,89.57730000000001,23.9,20.0,1016.9,2.6,340.0,2.0
