datetime,meter_reading,air_temperature,dew_temperature,sea_level_pressure,wind_speed,wind_direction,cloud_coverage,lag_1,lag_2,lag_24,rolling_mean_24,rolling_std_24,hour,dayofweek,month,is_weekend,hour_sin,hour_cos,dayofweek_sin,dayofweek_cos,month_sin,month_cos
2016-02-17 23:00:00,3.5207,15.6,10.0,1023.0,3.6,320.0,0.0,6.3212,6.8013,4.1608,6.681295833333333,3.1975032152792298,23,2,2,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2016-02-19 13:00:00,5.2010000000000005,22.8,8.3,1028.4,7.7,60.0,6.0,3.5207,6.3212,6.0812,6.644620833333334,3.209710105287062,13,4,2,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2016-02-19 18:00:00,6.6413,19.4,9.4,1027.3,4.1,110.0,4.0,5.2010000000000005,3.5207,7.4414,6.611283333333334,3.2052265519422116,18,4,2,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2016-02-21 00:00:00,3.6007,12.8,11.7,1023.5,2.1,140.0,0.0,6.6413,5.2010000000000005,6.6413,6.484591666666667,3.2635501412228005,0,6,2,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2016-02-22 05:00:00,3.4407,12.8,11.7,1016.8,0.0,0.0,4.0,3.6007,6.6413,12.8025,6.094516666666666,3.0264412714069575,5,0,2,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.8660254037844386,0.5000000000000001
2016-02-22 08:00:00,3.4407,15.0,13.9,1018.2,1.5,120.0,4.0,3.4407,3.6007,6.1612,5.9811625,3.074402677341674,8,0,2,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.8660254037844386,0.5000000000000001
2016-02-24 17:00:00,6.2412,23.9,18.9,1009.4,6.2,210.0,4.0,3.4407,3.4407,11.0021,5.782791666666667,2.8840511538785867,17,2,2,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2016-02-25 11:00:00,4.5609,14.4,2.8,1021.5,7.7,300.0,2.0,6.2412,3.4407,15.403,5.3310375,2.0361400113754256,11,3,2,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
2016-02-26 12:00:00,5.7611,16.1,-1.1,1024.5,7.2,300.0,0.0,4.5609,6.2412,9.8419,5.161004166666667,1.7997357606723159,12,4,2,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2016-02-26 23:00:00,4.8009,9.4,3.3,1023.9,2.1,290.0,0.0,5.7611,4.5609,7.8415,5.0343125,1.7074965275443736,23,4,2,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2016-02-27 09:00:00,3.7607,12.2,-0.6,1025.3,6.2,340.0,2.0,4.8009,5.7611,4.3208,5.010975,1.7214432567773923,9,5,2,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
2016-02-28 21:00:00,4.1608,16.1,8.3,1023.2,3.1,140.0,4.0,3.7607,4.8009,6.8013,4.900954166666667,1.6860613003914013,21,6,2,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2016-02-29 05:00:00,3.8408,12.2,9.4,1021.9,0.0,0.0,4.0,4.1608,3.7607,4.881,4.8576125,1.699909294079491,5,0,2,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.8660254037844386,0.5000000000000001
2016-02-29 21:00:00,6.5613,17.8,12.2,1021.2,3.1,130.0,2.0,3.8408,4.1608,4.8009,4.930962500000001,1.734974206502295,21,0,2,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.8660254037844386,0.5000000000000001
2016-03-02 19:00:00,6.8813,21.7,13.3,1017.4,3.6,280.0,4.0,6.5613,3.8408,3.5207,5.0709875,1.7517385707552786,19,2,3,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
2016-03-04 01:00:00,7.2014,16.7,12.8,1014.1,3.1,200.0,6.0,6.8813,6.5613,10.9621,4.914291666666666,1.31581830016837,1,4,3,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2016-03-04 14:00:00,5.041,23.9,9.4,1015.1,5.1,350.0,2.0,7.2014,6.8813,3.4407,4.980970833333333,1.277898500929375,14,4,3,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2016-03-05 11:00:00,6.0012,19.4,11.1,1021.2,2.6,350.0,4.0,5.041,7.2014,5.6011,4.9976416666666665,1.2889025105362601,11,5,3,1,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2016-03-05 21:00:00,3.6007,16.7,12.8,1019.3,3.6,60.0,4.0,6.0012,5.041,3.9208,4.984304166666667,1.3021185311300683,21,5,3,1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2016-03-06 03:00:00,3.5207,13.3,11.1,1019.7,3.6,330.0,0.0,3.6007,6.0012,4.1608,4.957633333333334,1.3260549112070132,3,6,3,1,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
2016-03-07 09:00:00,5.9211,18.9,11.1,1025.7,3.1,80.0,4.0,3.5207,3.6007,4.0008,5.037645833333333,1.323742839527105,9,0,3,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,1.0,6.123233995736766e-17
2016-03-09 21:00:00,7.0414,20.6,15.6,1023.4,4.1,110.0,0.0,5.9211,3.5207,4.0808,5.161004166666666,1.3679093783482863,21,2,3,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
2016-03-10 18:00:00,9.4418,26.1,15.6,1021.3,5.7,140.0,4.0,7.0414,5.9211,6.8013,5.271025000000001,1.593208167367097,18,3,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2016-03-11 03:00:00,6.8013,17.2,16.1,1024.4,1.5,350.0,4.0,9.4418,7.0414,6.3212,5.291029166666667,1.6098940301283062,3,4,3,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2016-03-11 09:00:00,6.8813,22.2,17.8,1023.4,6.2,130.0,4.0,6.8013,9.4418,3.5207,5.431054166666667,1.5953026165097204,9,4,3,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2016-03-11 23:00:00,6.9613,20.0,17.2,1023.0,2.6,120.0,2.0,6.8813,6.8013,5.2010000000000005,5.5044,1.6244650865412005,23,4,3,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2016-03-12 04:00:00,7.0414,17.8,16.7,1021.1,0.0,0.0,4.0,6.9613,6.8813,6.6413,5.521070833333333,1.6386308466890949,4,5,3,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2016-03-12 18:00:00,10.402,26.1,16.7,1017.9,3.6,110.0,4.0,7.0414,6.9613,3.6007,5.804458333333334,1.8646108835046689,18,5,3,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2016-03-13 10:00:00,12.6424,25.6,19.4,1018.0,8.2,170.0,4.0,10.402,7.0414,3.4407,6.1878625000000005,2.261280118757765,10,6,3,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
2016-03-13 20:00:00,9.8419,24.4,18.9,1015.9,2.6,270.0,4.0,12.6424,10.402,3.4407,6.454579166666666,2.300337407761545,20,6,3,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
2016-03-14 23:00:00,9.7619,22.8,20.0,1015.0,3.1,220.0,2.0,9.8419,12.6424,6.2412,6.601275,2.3963928396564125,23,0,3,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,1.0,6.123233995736766e-17
2016-03-17 18:00:00,8.6417,23.9,17.2,1014.6,9.8,350.0,4.0,8.8817,9.7619,5.7611,6.9013333333333335,2.4174715220060286,18,3,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2016-03-20 22:00:00,6.3212,18.9,12.8,1014.2,6.2,280.0,4.0,8.6417,8.8817,4.8009,6.9646791666666665,2.3796629894714387,22,6,3,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
2016-03-22 06:00:00,5.121,7.2,4.4,1026.7,0.0,0.0,0.0,6.3212,8.6417,3.7607,7.021358333333333,2.3153633990138034,6,1,3,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
2016-03-24 22:00:00,7.2814,20.0,18.9,1016.5,4.1,170.0,4.0,5.121,6.3212,4.1608,7.151383333333334,2.233927600645897,22,3,3,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2016-03-26 14:00:00,6.0812,29.4,20.6,1018.3,2.1,190.0,4.0,7.2814,5.121,3.8408,7.2447333333333335,2.1341543187482674,14,5,3,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2016-03-27 04:00:00,8.0015,22.8,22.2,1019.9,2.1,90.0,4.0,6.0812,7.2814,6.5613,7.304741666666666,2.1343497916159415,4,6,3,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
2016-03-29 02:00:00,7.2014,22.2,21.1,1017.1,2.6,220.0,4.0,8.0015,6.0812,6.8813,7.318079166666667,2.132588089618312,2,1,3,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
2016-03-30 12:00:00,8.4817,23.3,18.3,1020.0,7.7,70.0,4.0,9.0417,7.2014,5.041,7.538120833333334,2.1117329963345197,12,2,3,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
2016-03-31 19:00:00,8.5617,27.8,16.1,1013.6,1.5,230.0,4.0,8.4817,9.0417,6.0012,7.644808333333334,2.0953259476472996,19,3,3,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2016-04-01 01:00:00,9.6019,21.1,18.3,1014.9,2.1,170.0,2.0,8.5617,8.4817,3.6007,7.894858333333334,1.9443763338802542,1,4,4,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
2016-04-03 00:00:00,9.4418,20.6,16.1,1014.3,4.6,290.0,4.0,9.6019,8.5617,3.5207,8.141570833333335,1.7289446711994094,0,6,4,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
2016-04-04 21:00:00,6.3212,18.9,11.7,1018.5,2.1,120.0,0.0,9.4418,9.6019,5.9211,8.158241666666667,1.7084105478272866,21,0,4,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.8660254037844387,-0.4999999999999998
2016-04-05 00:00:00,6.4813,17.8,12.2,1019.3,2.1,280.0,0.0,6.3212,9.4418,7.0414,8.134904166666667,1.7280431067185593,0,1,4,0,0.0,1.0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
2016-04-07 16:00:00,6.6413,27.2,12.8,1011.6,6.7,260.0,4.0,6.4813,6.3212,9.4418,8.018216666666666,1.7305082421739224,16,3,4,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
2016-04-08 05:00:00,6.4813,15.6,14.4,1013.9,2.1,230.0,2.0,6.6413,6.4813,6.8013,8.004883333333334,1.7414900148677432,5,4,4,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
2016-04-08 14:00:00,17.4033,28.9,10.6,1013.5,6.2,240.0,4.0,6.4813,6.6413,6.8813,8.4433,2.5725041768673558,14,4,4,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
2016-04-10 14:00:00,5.5211,26.1,10.0,1023.6,4.6,110.0,4.0,17.4033,6.4813,6.9613,8.383291666666667,2.624842793291199,14,6,4,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
2016-04-12 06:00:00,3.5207,16.1,13.3,1021.2,2.1,330.0,4.0,5.5211,17.4033,7.0414,8.236595833333334,2.795905743494157,6,1,4,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
2016-04-13 02:00:00,5.8411,19.4,16.7,1018.3,0.0,0.0,4.0,3.5207,5.5211,10.402,8.046558333333333,2.79732580650764,2,2,4,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
2016-04-13 06:00:00,6.8013,17.8,16.1,1017.9,0.0,0.0,2.0,5.8411,3.5207,12.6424,7.803179166666667,2.6291264378247083,6,2,4,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
2016-04-14 08:00:00,9.5218,21.1,18.9,1016.6,2.6,350.0,4.0,6.8013,5.8411,9.8419,7.789841666666667,2.6191272990489005,8,3,4,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
2016-04-16 18:00:00,6.7213,22.2,15.6,1019.2,7.2,60.0,4.0,9.5218,6.8013,9.7619,7.663150000000001,2.5929971590722047,18,5,4,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
2016-04-17 10:00:00,6.4012,23.9,12.8,1023.1,7.7,70.0,4.0,6.7213,9.5218,8.8817,7.559795833333333,2.5917500536156393,10,6,4,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
2016-04-17 14:00:00,6.4813,25.0,13.9,1022.1,9.3,60.0,4.0,6.4012,6.7213,8.6417,7.469779166666666,2.5900565417664354,14,6,4,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
2016-04-19 00:00:00,6.3212,17.2,15.0,1022.6,4.1,360.0,0.0,6.4813,6.4012,6.3212,7.469779166666666,2.5900565417664354,0,1,4,0,0.0,1.0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
2016-04-19 09:00:00,6.4012,22.8,14.4,1022.5,4.1,40.0,2.0,6.3212,6.4813,5.121,7.5231208333333335,2.5524910792296818,9,1,4,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
2016-04-19 13:00:00,6.0812,26.7,11.1,1020.7,4.6,50.0,4.0,6.4012,6.3212,7.2814,7.4731125,2.5691356442454754,13,1,4,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
2016-04-19 18:00:00,5.2810000000000015,25.0,8.9,1019.7,3.6,80.0,4.0,6.0812,6.4012,6.0812,7.439770833333333,2.5930659195294994,18,1,4,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
2016-04-21 17:00:00,5.7611,27.8,10.0,1016.6,7.2,120.0,4.0,4.0808,6.1612,9.0417,7.096375000000001,2.6753181031908855,17,3,4,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
2016-04-22 20:00:00,9.4418,22.2,18.9,1014.0,2.6,170.0,4.0,5.7611,4.0808,8.4817,7.136379166666667,2.7039584911238976,20,4,4,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
2016-04-23 18:00:00,8.5617,28.3,14.4,1011.5,4.1,300.0,4.0,9.4418,5.7611,8.5617,7.136379166666667,2.7039584911238976,18,5,4,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
2016-04-26 01:00:00,6.3212,18.3,15.6,1015.8,0.0,0.0,0.0,8.5617,9.4418,9.6019,6.9996833333333335,2.6564054748224484,1,1,4,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
2016-04-26 04:00:00,4.4008,17.2,15.0,1014.9,0.0,0.0,2.0,6.3212,8.5617,9.4418,6.7896416666666655,2.6542067659565047,4,1,4,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
2016-04-27 00:00:00,9.6019,20.6,17.2,1013.6,3.6,140.0,0.0,4.4008,6.3212,6.3212,6.9263375,2.712864787061907,0,2,4,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
2016-04-27 01:00:00,9.1217,19.4,16.7,1013.5,2.6,160.0,0.0,9.6019,4.4008,6.4813,7.0363541666666665,2.747351952252771,1,2,4,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
2016-04-27 05:00:00,6.8813,18.9,17.2,1013.5,1.5,140.0,0.0,9.1217,9.6019,6.6413,7.046354166666667,2.7462880658902953,5,2,4,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
2016-04-27 12:00:00,8.3216,28.3,15.6,1014.2,3.6,190.0,4.0,6.8813,9.1217,6.4813,7.123033333333333,2.7555012981412257,12,2,4,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
2016-04-27 15:00:00,9.9219,30.0,15.0,1012.5,4.6,190.0,4.0,8.3216,6.8813,17.4033,6.811308333333334,1.7991754483208666,15,2,4,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
2016-04-28 08:00:00,7.0414,23.9,18.9,1015.6,6.2,170.0,4.0,9.9219,8.3216,5.5211,6.874654166666667,1.7784182361274274,8,3,4,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
2016-04-28 15:00:00,8.7217,31.1,17.2,1014.2,3.6,200.0,4.0,7.0414,9.9219,3.5207,7.0913625,1.6652354897607438,15,3,4,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
2016-04-29 05:00:00,9.5218,20.6,19.4,1015.4,0.0,0.0,4.0,8.7217,7.0414,5.8411,7.244725,1.7138641974129454,5,4,4,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
2016-04-29 14:00:00,9.0417,31.1,17.8,1013.7,3.1,140.0,4.0,9.5218,8.7217,6.8013,7.338075,1.7493098426050164,14,4,4,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
2016-04-30 04:00:00,9.2018,22.2,19.4,1013.8,2.1,130.0,4.0,9.0417,9.5218,9.5218,7.324741666666667,1.7330859962397491,4,5,4,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
2016-04-30 15:00:00,8.7217,30.0,18.9,1014.2,6.2,110.0,4.0,9.2018,9.0417,6.7213,7.4080916666666665,1.7508149657446288,15,5,4,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
2016-05-01 02:00:00,9.5218,21.1,18.9,1016.2,2.1,110.0,4.0,8.7217,9.2018,6.4012,7.538116666666667,1.7882624077133038,2,6,5,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
2016-05-01 19:00:00,206.0289,26.7,18.3,1016.1,4.6,100.0,4.0,9.5218,8.7217,6.4813,15.8526,40.5462110536157,19,6,5,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
2016-05-01 20:00:00,8.8817,25.0,18.9,1016.9,4.6,90.0,2.0,206.0289,9.5218,6.3212,15.959287500000002,40.52340332718445,20,6,5,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
2016-05-02 00:00:00,9.2818,22.8,20.0,1017.3,3.1,140.0,0.0,8.8817,206.0289,6.4012,16.0793125,40.498120758679896,0,0,5,0,0.0,1.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
2016-05-02 04:00:00,9.5218,22.2,20.6,1016.6,0.0,0.0,4.0,9.2818,8.8817,6.0812,16.222670833333332,40.467267788751236,4,0,5,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,-0.8660254037844387
2016-05-02 16:00:00,8.7217,32.2,17.8,1013.9,4.6,180.0,4.0,9.5218,9.2818,5.2810000000000015,16.36603333333333,40.43289968419139,16,0,5,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.49999999999999994,-0.8660254037844387
2016-05-02 17:00:00,8.9617,28.3,21.1,1013.7,7.2,110.0,4.0,8.7217,9.5218,6.1612,16.48272083333333,40.406200779766024,17,0,5,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,-0.8660254037844387
2016-05-03 23:00:00,8.8017,25.6,21.1,1011.8,0.0,0.0,4.0,8.9617,8.7217,4.0808,16.679425000000002,40.35465935785994,23,1,5,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387
2016-05-04 04:00:00,9.5218,23.3,21.7,1009.6,2.6,210.0,4.0,8.8017,8.9617,5.7611,16.836120833333336,40.317704991112976,4,2,5,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387
2016-05-04 19:00:00,7.3614,20.6,18.9,1004.8,2.6,280.0,8.0,9.5218,8.8017,9.4418,16.749437500000003,40.33652608424595,19,2,5,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387
2016-05-05 01:00:00,7.5215,18.9,16.1,1006.0,3.6,270.0,0.0,7.3614,9.5218,8.5617,16.706095833333332,40.34626400551884,1,3,5,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387
2016-05-05 03:00:00,7.0414,18.3,11.1,1006.8,5.1,300.0,0.0,7.5215,7.3614,6.3212,16.736104166666667,40.33847128753393,3,3,5,0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387
2016-05-06 16:00:00,5.8411,25.0,2.2,1010.3,6.7,290.0,0.0,7.0414,7.5215,4.4008,16.796116666666666,40.32038920223502,16,4,5,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387
2016-05-07 02:00:00,3.6007,13.9,11.1,1013.4,0.0,0.0,0.0,5.8411,7.0414,9.6019,16.546066666666665,40.38550037486729,2,5,5,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387
2016-05-08 02:00:00,4.4008,15.0,11.7,1017.2,2.1,210.0,0.0,3.6007,5.8411,9.1217,16.349362499999998,40.43470119322084,2,6,5,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
